"KEY","KIND","COMMENT","ARGUMENTS","ENG","FR","ES"
"09-001-00006","ERROR","Argument Error: Extension for file is not valid","{0} = Argument name; {1} = extension","Argument '{0}': Extension of file not valid \n\t\tRequired extension='{1}'","",""
"09-001-00007","ERROR","Argument Error: A required header key was not found in the file header","{0} = Argument name; {1} = header key checked for","Argument '{0}': Header key '{1}' not found.","",""
"09-001-00008","ERROR","Argument Error: Current file identified as being a different type than previous files and recipe demands exclusivity (defined in recipe definitions)","{0} = Argument name; {1} = current DrsFile type; {2} = required DrsFile type","Argument '{0}': File identified as '{1}'\n\tHowever, previous file(s) identified as '{2}'\n\tFiles must match (logic set to 'exclusive')","",""
"09-001-00009","ERROR","partial error wrapper for drs_file.construct_header_error. Precedes the list: Key1 = value1, Key2 = value2, Key3 = value3 for the current file","None","Current file has:","",""
"09-001-00010","ERROR","partial error wrapper for drs_file.construct_header_error. Precedes the list: Key1 = value1, Key2 = value2, Key3 = value3 required by this recipe","None","Recipe required values are:","",""
"09-001-00011","ERROR","partial error that shows files are exclusive (i.e. X OR Y OR Z in any combination)","None","exclusive","",""
"09-001-00012","ERROR","partial error that shows files are inclusive (i.e. X OR Y OR Z but no mixture of X Y and Z)","None","inclusive","",""
"09-001-00013","ERROR","Means that the 'current value' was not in the following acceptable criteria: ['yes', 'true', 't', 'y', '1', 'no', 'false', 'f', 'n', '0']","{0} = Argument name; {1} = current value","Argument '{0}': Value must be a boolean (True/False) \n\t Current value = '{1}'  \n\t Acceptable values for True are: true, yes, 1 \n\t Acceptable values for False are: false, no, 0","",""
"09-001-00014","ERROR","Means that the 'current value' was not correct for the required dtype set value was raised by a ValueError","{0} = Argument name; {1} = required type; {2} = current value","Argument '{0}': Value must be of type '{1}' (ValueError) \n\t Current value = '{2}'","",""
"09-001-00015","ERROR","Means that the 'current value' was not correct for the required dtype set value was raised by a TypeError","{0} = Argument name; {1} = required type; {2} = current value","Argument '{0}': Value must be of type '{1}' (TypeError) \n\t Current value = '{2}'","",""
"09-001-00016","ERROR","Means that 'value' was an empty list (in DrsRecipe._check_type)","{0} = Argument name","Argument '{0}': Value must not be an empty list","",""
"09-001-00017","ERROR","Means that we found too many args when evaluating input. Number of args is set by DrsRecipe.nargs (set in recipe definition) ","{0} = Argument name; {1} = required number of args; {2} = found number of args","Argument '{0}': Too many values for argument. (Expected {1} got {2})","",""
"09-001-00018","ERROR","Means that the dtype was not correct and that dtype is not a list (in DrsRecipe._check_type)","{0} = Argument name; {1} = required number of args; {2} = current type; {3} = current value","Argument '{0}': List was expected with {1} argument(s) but type found was '{2}' \n\t Current value = '{3}'","",""
"09-001-00019","ERROR","Means that options were set for argument and the current value did not match one of those options","{0} = Argument name; {1} = list of allowed values; {2} = current value","Argument '{0}': Value must be one of the following: {1} \n\t Current value = '{2}'","",""
"09-001-00020","ERROR","Means that the debug value was set incorrectly (in ActivateDebug._set_debug()","{0} = Argument name; {1} = current value for debug mode","Argument '{0}': Debug mode = '{1}' not understood.","",""
"09-001-00021","ERROR","Means that file was not the correct DrsFile type","{0} = DrsFile type","\t- File is not a '{0}' file","",""
"09-001-00022","ERROR","Means that {2} was required for key {0} but we got {1} instead","{0} = header key; {1} = current value; {2} = required value","\t\t {0} = '{1}' (Required: {2})","",""
"09-001-00023","ERROR","Mean that file could not be identified because of incorrect header values","{0} = Argument name","Argument '{0}': File could not be identified - incorrect HEADER values: ","",""
"09-001-00024","ERROR","Prints the file as part of the error","{0} = filename"," File = '{0}'","",""
"09-001-00025","ERROR","Means that os.path.dir and os.path.file returned False in drs_recipe._check_file_location()","{0} = Argument name; {1} = current value","Argument '{0}': '{1}' is not a valid file (and not a directory)","",""
"09-001-00026","ERROR","Means that os.path.dir returned True in drs_recipe._check_file_location()","{0} = Argument name; {1} = current value","Argument '{0}': '{1}' is a directory","",""
"09-001-00027","ERROR","Means that the user entered a number that was too small","{0} = Argument name; {1} = current value; {2} = required value","Argument '{0}': value='{1}' must be larger than or equal to '{2}'","",""
"09-001-00028","ERROR","Means that the user entered a number that was too larger","{0} = Argument name; {1} = current value; {2} = required value","Argument '{0}': value='{1}' must be smaller than or equal to '{2}'","",""
"09-001-00029","ERROR","Means that the user entered a number that was too small or too large","{0} = Argument name; {1} = current value; {2} = required minimum value; {3} = required maximum value","Argument '{0}': value='{1}' must be between '{2}' and '{3}'","",""
"09-001-00030","ERROR","Means that the user defined “fiber” but it did not match one of the fibers in FIBER_TYPES (from constants)","{0} = fiber name; {1} = fiber types (list); {2} = function name","User requested fiber={0} however fiber must be: {1} \n\t Function = {2}","",""
"09-001-00031","ERROR","Prints that input file was not found","{0} = input name; {1} = input path","User input file {0} = {1} was not found. Please find file or check recipe inputs.","",""
"09-001-00032","ERROR","","","","",""
"09-001-00033","ERROR","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"09-002-00000","ERROR","User Constant Error","None","User Error: Constant Error","",""
"","","","","","",""
"09-002-00000","ERROR","User Database Error","None","User Error: Constant Error","",""
"09-002-00001","ERROR","Means we could not copy the file to the database folder","{0} = database name; {1} = input file; {2} = output file; {3} = error type; {4} = error message; {5} = function name","{0} database: could not copy file {1} to {2}. \n\t Error {3}: {4} \n\t function = {5}","",""
"09-002-00002","ERROR","Means that one of the database lines was incorrectly formatted","{0} = database name; {1} = database filename; {2} = function name","Incorrectly formatted line in {0} database. \n\t file = {1} \n\t function = {2}","",""
"09-002-00003","ERROR","Means that there were no entries found in database","{0} = database name; {1} = database filename; {2} = function name","No entries found in {0} database. \n\t file = {1} \n\t function = {2}","",""
"09-002-00004","ERROR","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"09-002-00000","ERROR","User io function error","None","User Error: Constant Error","",""
"09-002-00001","ERROR","Means that image did not have two dimensions for flip","{0} = shape of image; {1} = function","Image must have at least two dimensions to flip. \n\t Shape: {0} \n\t function = {1}","",""
"09-002-00002","ERROR","Means that we could not make the night name directory","{0} = night name; {1} = directory; {2} = error type; {3} = error message; {4} = function","Could not make night name directory {0} (in directory {1}) \n\t Error {2}: {3} \n\t Function = {4}","",""
"09-002-00003","ERROR","Means that we could not make the night name directory","{0} = night name; {1} = directory; {2} = function ","Could not make night name directory {0} (in directory {1}) \n\t Function = {2}","",""
"09-002-00004","ERROR","","","","",""
"","","","","","",""
"","","","","","",""
"09-010-00000","ERROR","User preprocessing Error","None","","",""
"09-010-00001","ERROR","Means that input filetype was not valid for recipe/instrument","{0} = file type requested; {1} = recipe name; {2} = instrument name; {3} = Function name","Filetype '{0}' is not valid for recipe={0} instrument={1}. \n\t Function = {2}","",""
"","","","","","",""
"09-011-00000","ERROR","User Dark Error","None","","",""
"09-011-00005","ERROR","Means no darks were found for dark master","{0} = directory","No DARK_DARK files found in {0}","",""
"","","","","","",""
"09-012-00000","ERROR","User Bad pixel Error","None","","",""
"09-012-00001","ERROR","Error when engineering image is not the same shape as data","{0} = engineering shape; {1} = image shape; {3} = function name","Shapes do not match for engineering full flat: '{0}' and image: '{1}' \n\t function: {2}","",""
"09-012-00002","ERROR","Tells the user the dark and flat inputted have different shapes - these must be the same","{0} = flat shape; {1} = dark shape; {2} = function name","Shapes do not match for flat image '{0}' and dark image '{1}' \n\t function = {2}","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"09-013-00000","ERROR","User Localisation Error","None","","",""
"","","","","","",""
"","","","","","",""
"09-014-00000","ERROR","User shape/tilt error","None","","",""
"","","","","","",""
"","","","","","",""
"09-015-00000","ERROR","User flat/blaze error","None","","",""
"","","","","","",""
"","","","","","",""
"09-016-00000","ERROR","User extraction/berv/thermal error","None","","",""
"09-016-00001","ERROR","Means that cal_extract failed in cal_thermal","None","Extraction failed (see above error)","",""
"09-016-00002","ERROR","Means that cal_extract failed for recipe","{0} = recipe name; {1} = function name","Extraction failed for {0} \n\t Function = {1}","",""
"09-016-00003","ERROR","Means that the quality control was not passed for the extraction of {kind} file","{0} = kind; {1} = filename; {2} = function name","QC Failed for extraction of {0} file. File = {1} \n\t Function = {1}","",""
"09-016-00004","ERROR","Means that input berv was incorrect","{0} = berv value; {1} = function name","BERV value unusable. BERV = '{0}' \n\t Function = {1}","",""
"09-016-00005","ERROR","means that thermal dprtype was incorrect (this should be possible)","{0} = dprtype; {1} = function name","DPRTYPE = '{0}' not valid for thermal recipe \n\t Function = {1}","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"09-017-00000","ERROR","User wave solution error","None","","",""
"09-017-00001","ERROR","Means that 'WAVE_MODE_HC' was incorrect","{0} = user wave mode selected for hc","Wave mode = '{0}' is currently unsupported (for HC)","",""
