"ARGUMENTS","ENG","FR","KEYDESC","KEYNAME","KIND"
"{0} = drs file; {1} = filename; {2} = header values; {3} = function name","Generic Drs File '{0}' has no associated files \n\t filename = {1} \n{2} \n\t function = {3}","","Means that we could not file a file for file set","00-010-00001","ERROR"
"{0} = full flat name; {1} = full flat search location (data dir)","Full flat ({0}) not found in directory {1}. Please correct.","","Means that full flat file is missing from data dir","00-010-00002","ERROR"
"{0} = drs file name","Could not find pp file with name '{0}'. ","","Means that the output file was not found in pp fileset","00-010-00003","ERROR"
"{0} = tapas file name; {1} = tapas search location (data dir)","Tapas file ({0}) not found in directory {1}. Please correct.","","Means that tapas file was not found","00-010-00004","ERROR"
"{0} = obj list file name; {1} = gaia look up table search directory","Gaia lookup table ({0}) not found in directory {1}. Please correct","","Means that the gaia look up table was not found","00-010-00005","ERROR"
"{0} = in filename; {1} = fileset; {2} = function","Could not find file = {0} in fileset. Allowed names are: \n\t {0} \n\n\t Function = {2}","","Means that infile was not found in out fileset","00-010-00006","ERROR"
"{0} = drs file set; {1} = function name","Generic Drs File '{0}' has no associated files \n\t function = {1}","","Means that drs file set hase no associated files","00-010-00007","ERROR"
"{0} = column name; {1} = function name","Reject list cannot be loaded. Column '{0}' does not exist. \n\t Function = {1}","","Means that reject list column was not valid","00-010-00008","ERROR"
"{0} = url; {1} = error type; {2} = error message; {3} = function name","Could not load table from url: {0} \n\t Error {1}: {2} \n\t Function = {3}","","Means that we could not load table from url","00-010-00009","ERROR"
"{0} = url; {1} = function name","Could not load table from url: {0} \n\t Tried 10 times \n\t Function = {1}","","Means that we could not load table from url and tried 10 times","00-010-00010","ERROR"
"","","","","00-010-00011","ERROR"
"","","","","",""
"","","","","",""
"","","","","",""
"None","","","Dev Error: Dark","00-011-00000","ERROR"
"{0} = database name; {1} = 00-011-0004 or empty; {2} = function name","No valid DARK/SKYDARK in {0} database {1} \n\t function = {2}","","Means that no valid dark or sky was found (and either allowed to be used)","00-011-00001","ERROR"
"{0} = database name; {1} = 00-011-0004 or empty; {2} = function name","No valid DARK in {0} database {1} \n\t function = {2}","","Means that no valid dark was found (and skydark was not allowed to be used)","00-011-00002","ERROR"
"{0} = database name; {1} = 00-011-0004 or empty; {2} = function name","No valid SKYDARK in {0} database {1} \n\t function = {2}","","Means that no valid skydark was found (and dark was not allowed to be used)","00-011-00003","ERROR"
"{0} = human readable time","(with time <= {0})","","Means that database get mode was 'older' ","00-011-00004","ERROR"
"","","","","",""
"","","","","",""
"None","","","Dev Error: Bad pixel","00-012-00000","ERROR"
"{0} = filename; {1} = directory name; {2} = function name","Badpix engineering full flat not found \n\t filename = {0} \n\t directory = {1} \n\t function = {2}","","Reports that full engineering flat for badpix was not found","00-012-00001","ERROR"
"{0} = function name","Header must be set. \n\t Function = {0}","","Reports that header was not set in badpix correction","00-012-00002","ERROR"
"{0} = function name","Image must be set. \n\t Function = {0}","","Reports that image was not set in badpix correction","00-012-00003","ERROR"
"","","","","00-012-00004","ERROR"
"","","","","",""
"None","","","Dev Error: Localisation","00-013-00000","ERROR"
"{0} = DPRTYPE; {1} = recipe name; {2} = allowed dprtypes; {3} = filename","File DPRTYPE={0} was not valid for recipe {1}, thus fiber not assigned. \n\t Allowed DPRTYPES are: {2} \n\t filename = {3}","","Means that DPRTYPE was not correct type and thus fiber type could not be found","00-013-00001","ERROR"
"{0} = kind; {1} = function name","Kind = '{0}' must be either 'center' or 'fwhm' \n\t function = {1}","","Means that 'kind' was wrong must be 'center' of 'fwhm' for initial fit","00-013-00002","ERROR"
"{0} = kind; {1} = function name","Kind = '{0}' must be either 'center' or 'fwhm' \n\t function = {1}","","Means that 'kind' was wrong must be 'center' of 'fwhm' for sigma clip","00-013-00003","ERROR"
"{0} = filename; {1} = length of data list; {2} = length of header list; {3} = function name","Length of header={2} not consistent with length of data={1}\n\tFile={0}\n\tfunction={3}","","Means that header list and data list were different lengths in write function","00-013-00004","ERROR"
"{0} = filename; {1} = length of data list; {2} = length of datatype list; {3} = function name","Length of datatype={2} not consistent with length of data={1}\n\tFile={0}\n\tfunction={3}","","Means that datatype list and data list were different lengths in write function","00-013-00005","ERROR"
"{0} = filename; {1} = length of data list; {2} = length of dtype list; {3} = function name","Length of dtype={2} not consistent with length of data={1}\n\tFile={0}\n\tfunction={3}","","Means that dtype list and data list were different lengths in write function","00-013-00006","ERROR"
"{0} = filename; {1} = length of data list; {2} = length of dtype list; {3} = function name","Length of name={2} not constistent with length of data={1}\n\tFile={0}\n\tfunction={3}","","Means that extension names list and data list were different lengths in write function","00-013-00007","ERROR"
"{0} = first fiber; {1} = number of orders in first fiber; {2} = second fiber; {3} = number of orders in second fiber; {4} = function name","Inconsistent number of orders between fiber {0} (={1}) and fiber {2} (={3}) \n\t Function = {4}","","Means that there was an inconsistent number of orders between fibers","00-013-00008","ERROR"
"","","","","00-013-00009","ERROR"
"","","","","",""
"","","","","",""
"None","","","Dev Error: shape/tilt error","00-014-00000","ERROR"
"{0} = shape of image 1; {1} = shape of image 2; {2} = function name","Image 1 (shape={0}) not the same shape as image 2 (shape={1}). \n\t function = {2}","","Means that image1 and image2 were not the same size (in get linear transform parameters function)","00-014-00001","ERROR"
"{0} = dxmap shape; {1} = image shape; {2} = function name","Incorrect shape for dx map (shape={0}) must be {1} \n\t Function = {2}","","Means that dx map was not the same shape as image","00-014-00002","ERROR"
"{0} = dymap shape; {1} = image shape; {2} = function name","Incorrect shape for dy map (shape={0}) must be {1} \n\t Function = {2}","","Means that the dy map was not the same shape as image","00-014-00003","ERROR"
"","","","","00-014-00004","ERROR"
"","","","","00-014-00005","ERROR"
"","","","","00-014-00006","ERROR"
"","","","","00-014-00007","ERROR"
"","","","","",""
"","","","","",""
"None","","","Dev Error: flat/blaze","00-015-00000","ERROR"
"","","","","",""
"","","","","",""
"None","","","Dev Error: extraction/thermal/leakage/berv","00-016-00000","ERROR"
"{0} = start order value; {1} = error type; {2} = error message; {3} =  function name","start order value was set but was not a valid integer (value = {0}) \n\t Error {1}: {2} \n\t Function = {3}","","means that start order value was not an integer","00-016-00001","ERROR"
"{0} = end order value; {1} = error type; {2} = error message; {3} =  function name","end order value was set but was not a valid integer (value = {0}) \n\t Error {1}: {2} \n\t Function = {3}","","means the end order value was not an integer","00-016-00002","ERROR"
"{0} = start order value; {1} = function name","start order was set but value was not 0 or greater. Value = {0} \n\t Function = {1}","","means that start order was given but was not 0 or greater","00-016-00003","ERROR"
"{0} = start order value; {1} = end order value; {2} = function name","start order (value = {0}) was greater than end order (value = {1}). \n\t Function = {2}","","means that start order was greater than end order","00-016-00004","ERROR"
"{0} = skip orders; {1} = error type; {2} = error message; {3} =  function name","skip_orders is not a valid list of integers (value = {0}) \n\t Error {1}: {2} \n\t Function = {3}","","means that skip orders could not be converted to a list of integers","00-016-00005","ERROR"
"{0} = shape of image; {1} = shape of order profile; {2} = function name","shape of image {0} not the same as order profile {1}. \n\t Function = {2}","","means that order profile and image do not have same dimensions","00-016-00006","ERROR"
"{0} = parameter name; {1} = key name; {2} = function name","Could not convert range dictionary to dict. \n\t Check parameter {0} or {1} (if set). \n\t Function = {2}","","means that range dictionary was not a valid python dictionary","00-016-00007","ERROR"
"{0} = fiber name; {1} = range dictionary; {2} = parameter name; {3} = key name; {4} = function name","Range dictionary does not have entry for fiber='{0}'. \n\t RangeDict = {1}  \n\t Check parameter {2} or {3} (if set). \n\t Function = {4}","","means that the range dictionary does not have the fiber specified in it","00-016-00008","ERROR"
"{0} = fiber name; {1} = range dictionary; {2} = parameter name; {3} = key name; {4} = function name","Range dictionary entry for fiber='{0}' was not a valid float.  \n\t RangeDict = {1} \n\t Check parameter {2} or {3} (if set). \n\t Function = {4}","","means that the range dictionary fiber value was not a integer","00-016-00009","ERROR"
"{0} = fiber name; {1} = range dictionary; {2} = error type; {3} = error value; {4} = parameter name; {5} = key name; {6} = function name","Range dictionary entry for fiber='{0}' wave not valid. \n\t RangeDict = {1} \n\t Error {2}: {3} \n\t Check parameter {4} or {5} (if set). \n\t Function = {6}","","means that there was another problem with the range dictionary fiber value","00-016-00010","ERROR"
"{0} = berv parameter name; {1} = function name","Could not find BERV parameter '{0}' in 'infile' or 'header' or 'props' or kwargs. \n\t Must be defined in one of these places. \n\t Function = {1}","","Means that we could not find a berv parameter in 'infile' or 'header' or 'props' or 'kwargs'","00-016-00011","ERROR"
"{0} = berv parameter name; {1} = parameter raw value; {2} = parameter units; {3} = Error type; {4} = error message; {5} = function name","Could not convert BERV unit parameter '{0}'='{1}' to units '{2}'. \n\t Error {3}: {4} \n\t Function = {5}","","Means that there was a problem pushing input units to BERV parameter","00-016-00012","ERROR"
"{0} = berv parameter name; {1} = parameter raw value; {2} = parameter time format; {3} = Error type; {4} = error message; {5} = function name","Could not convert BERV time parameter '{0}'='{1}' to time '{2}' \n\t Error {3}: {4} \n\t Function = {5}","","Means that there was a problem pushing input (time) to BERV parameter","00-016-00013","ERROR"
"{0} = berv parameter name; {1} = parameter raw value; {2} = parameter dtype; {3} = Error type; {4} = error message; {5} = function name","Could not convert BERV parameter '{0}'='{1}' to dtype '{2}' \n\t Error {3}: {4} \n\t Function = {5}","","Means that there was a problem pushing input dtype to BERV parameter","00-016-00014","ERROR"
"{0} = berv parameter name; {1} = parameter raw value; {2} = input units; {3} = output units; {4} = Error type; {5} = error message; {6} = function name","Could not convert BERV parameter '{0}'='{1}' from {2} to {3}.  \n\t Error {4}: {5} \n\t Function = {6}","","Means that we could not convert input BERV parameter units to output BERV units","00-016-00015","ERROR"
"{0} = berv parameter name; {1} = parameter raw value; {2} = input time format; {3} = output time format; {4} = Error type; {5} = error message; {6} = function name","Could not convert BERV parameter '{0}'='{1}' from {2} to {3}.  \n\t Error {4}: {5} \n\t Function = {6}","","Means that we could not convert input BERV parameter time to output BERV time","00-016-00016","ERROR"
